Date,Close,Volume,Ticker
2020-07-30,16.459999084472656,64611300,LI
2020-07-31,16.0,19532800,LI
2020-08-03,16.360000610351562,11740000,LI
2020-08-04,16.690000534057617,7781800,LI
2020-08-05,16.75,3991400,LI
2020-08-06,18.5,14142900,LI
2020-08-07,16.889999389648438,7459700,LI
2020-08-10,16.420000076293945,7914400,LI
2020-08-11,16.0,7337700,LI
2020-08-12,15.65999984741211,5610900,LI
2020-08-13,15.15999984741211,5384600,LI
2020-08-14,14.600000381469727,5070200,LI
2020-08-17,15.420000076293945,5296500,LI
2020-08-18,15.960000038146973,7163100,LI
2020-08-19,15.039999961853027,3288000,LI
2020-08-20,14.75,3138900,LI
2020-08-21,15.020000457763672,4223600,LI
2020-08-24,17.09000015258789,19359100,LI
2020-08-25,18.229999542236328,22093900,LI
2020-08-26,23.3799991607666,31561300,LI
2020-08-27,19.3799991607666,29318200,LI
2020-08-28,17.600000381469727,14639300,LI
2020-08-31,16.299999237060547,18322700,LI
2020-09-01,18.290000915527344,18119400,LI
2020-09-02,17.8700008392334,18415000,LI
2020-09-03,16.90999984741211,10210100,LI
2020-09-04,16.829999923706055,11650600,LI
2020-09-08,15.789999961853027,11067600,LI
2020-09-09,15.800000190734863,9115600,LI
2020-09-10,16.049999237060547,5893400,LI
2020-09-11,16.209999084472656,3915000,LI
2020-09-14,17.469999313354492,6429200,LI
2020-09-15,18.190000534057617,9376700,LI
2020-09-16,17.520000457763672,5713800,LI
2020-09-17,17.260000228881836,3141300,LI
2020-09-18,17.030000686645508,3817500,LI
2020-09-21,16.43000030517578,4288700,LI
2020-09-22,16.739999771118164,3043400,LI
2020-09-23,15.680000305175781,6602000,LI
2020-09-24,15.09000015258789,6846800,LI
2020-09-25,15.800000190734863,3636800,LI
2020-09-28,16.079999923706055,4720500,LI
2020-09-29,17.030000686645508,6037800,LI
2020-09-30,17.389999389648438,7620300,LI
2020-10-01,16.799999237060547,5425600,LI
2020-10-02,16.920000076293945,8396700,LI
2020-10-05,17.520000457763672,8143900,LI
2020-10-06,17.350000381469727,5659300,LI
2020-10-07,17.770000457763672,3100700,LI
2020-10-08,17.93000030517578,3228500,LI
2020-10-09,17.600000381469727,3833100,LI
2020-10-12,19.15999984741211,13995300,LI
2020-10-13,19.43000030517578,7894100,LI
2020-10-14,20.780000686645508,16666800,LI
2020-10-15,20.5,11747600,LI
2020-10-16,19.770000457763672,7456000,LI
2020-10-19,19.18000030517578,6444700,LI
2020-10-20,20.489999771118164,7623900,LI
2020-10-21,19.389999389648438,8402500,LI
2020-10-22,18.979999542236328,6343400,LI
2020-10-23,18.399999618530273,3624300,LI
2020-10-26,19.079999923706055,5672300,LI
2020-10-27,19.209999084472656,4301800,LI
2020-10-28,18.690000534057617,6231200,LI
2020-10-29,20.6200008392334,14660600,LI
2020-10-30,20.170000076293945,11936300,LI
2020-11-02,22.8799991607666,24942100,LI
2020-11-03,24.049999237060547,15563100,LI
2020-11-04,25.309999465942383,28970600,LI
2020-11-05,28.09000015258789,32302800,LI
2020-11-06,26.459999084472656,32691700,LI
2020-11-09,26.299999237060547,14752100,LI
2020-11-10,25.239999771118164,16860000,LI
2020-11-11,24.969999313354492,11897500,LI
2020-11-12,31.780000686645508,83071000,LI
2020-11-13,31.200000762939453,169787700,LI
2020-11-16,35.54999923706055,85858000,LI
2020-11-17,35.04999923706055,45851900,LI
2020-11-18,35.4900016784668,28208900,LI
2020-11-19,36.7400016784668,27079800,LI
2020-11-20,38.119998931884766,41861000,LI
2020-11-23,43.63999938964844,63691500,LI
2020-11-24,43.959999084472656,64681300,LI
2020-11-25,40.720001220703125,40985400,LI
2020-11-27,39.47999954223633,26503600,LI
2020-11-30,35.9900016784668,29779800,LI
2020-12-01,34.86000061035156,42075400,LI
2020-12-02,34.75,43741900,LI
2020-12-03,32.310001373291016,32565100,LI
2020-12-04,30.530000686645508,51988700,LI
2020-12-07,31.489999771118164,34831100,LI
2020-12-08,33.310001373291016,33169800,LI
2020-12-09,32.029998779296875,23729300,LI
2020-12-10,32.4900016784668,16466300,LI
2020-12-11,31.360000610351562,13625600,LI
