Date,Close,Volume,Ticker
2021-05-18,10.0,500,PSNY
2021-05-19,9.779999732971191,1100,PSNY
2021-05-20,9.760000228881836,2500,PSNY
2021-05-21,9.760000228881836,5000,PSNY
2021-05-24,9.760000228881836,0,PSNY
2021-05-25,9.729999542236328,400,PSNY
2021-05-26,9.729999542236328,0,PSNY
2021-05-27,9.75,3200,PSNY
2021-05-28,9.699999809265137,42100,PSNY
2021-06-01,9.760000228881836,49800,PSNY
2021-06-02,9.779999732971191,50000,PSNY
2021-06-03,9.800000190734863,320000,PSNY
2021-06-04,9.760000228881836,264500,PSNY
2021-06-07,9.760000228881836,65200,PSNY
2021-06-08,9.800000190734863,49200,PSNY
2021-06-09,9.800000190734863,8700,PSNY
2021-06-10,9.789999961853027,8500,PSNY
2021-06-11,9.770000457763672,32400,PSNY
2021-06-14,9.79699993133545,27300,PSNY
2021-06-15,9.800000190734863,10300,PSNY
2021-06-16,9.800000190734863,25800,PSNY
2021-06-17,9.800000190734863,3400,PSNY
2021-06-18,9.800000190734863,64800,PSNY
2021-06-21,9.786999702453613,800,PSNY
2021-06-22,9.829999923706055,10300,PSNY
2021-06-23,9.789999961853027,29000,PSNY
2021-06-24,9.779999732971191,800,PSNY
2021-06-25,9.789999961853027,3900,PSNY
2021-06-28,9.789999961853027,152500,PSNY
2021-06-29,9.760000228881836,3100,PSNY
2021-06-30,9.765000343322754,2600,PSNY
2021-07-01,9.739999771118164,279300,PSNY
2021-07-02,9.729999542236328,6200,PSNY
2021-07-06,9.75,4800,PSNY
2021-07-07,9.729999542236328,4100,PSNY
2021-07-08,10.229999542236328,7211100,PSNY
2021-07-09,10.300000190734863,6771500,PSNY
2021-07-12,10.260000228881836,3687000,PSNY
2021-07-13,10.149999618530273,2357700,PSNY
2021-07-14,10.039999961853027,1630700,PSNY
2021-07-15,9.989999771118164,1291600,PSNY
2021-07-16,10.010000228881836,739700,PSNY
2021-07-19,9.9399995803833,856400,PSNY
2021-07-20,9.930000305175781,868600,PSNY
2021-07-21,9.949999809265137,798000,PSNY
2021-07-22,9.989999771118164,897100,PSNY
2021-07-23,10.0,459500,PSNY
2021-07-26,9.960000038146973,530700,PSNY
2021-07-27,9.9399995803833,712100,PSNY
2021-07-28,9.930000305175781,642200,PSNY
2021-07-29,9.90999984741211,438500,PSNY
2021-07-30,9.899999618530273,460800,PSNY
2021-08-02,9.899999618530273,454100,PSNY
2021-08-03,9.899999618530273,331700,PSNY
2021-08-04,9.890000343322754,288200,PSNY
2021-08-05,9.890000343322754,575900,PSNY
2021-08-06,9.890000343322754,408600,PSNY
2021-08-09,9.899999618530273,1017600,PSNY
2021-08-10,9.880000114440918,1191300,PSNY
2021-08-11,9.859999656677246,2872900,PSNY
2021-08-12,9.880000114440918,625800,PSNY
2021-08-13,9.90999984741211,1136000,PSNY
2021-08-16,9.869999885559082,1610700,PSNY
2021-08-17,9.869999885559082,609700,PSNY
2021-08-18,9.84000015258789,714000,PSNY
