,Date,Close,Volume,Ticker
0,2020-07-30,16.459999084472656,64611300,LI
1,2020-07-31,16.0,19532800,LI
2,2020-08-03,16.360000610351562,11740000,LI
3,2020-08-04,16.690000534057617,7781800,LI
4,2020-08-05,16.75,3991400,LI
5,2020-08-06,18.5,14142900,LI
6,2020-08-07,16.889999389648438,7459700,LI
7,2020-08-10,16.420000076293945,7914400,LI
8,2020-08-11,16.0,7337700,LI
9,2020-08-12,15.65999984741211,5610900,LI
10,2020-08-13,15.15999984741211,5384600,LI
11,2020-08-14,14.600000381469728,5070200,LI
12,2020-08-17,15.420000076293944,5296500,LI
13,2020-08-18,15.960000038146973,7163100,LI
14,2020-08-19,15.039999961853027,3288000,LI
15,2020-08-20,14.75,3138900,LI
16,2020-08-21,15.020000457763672,4223600,LI
17,2020-08-24,17.09000015258789,19359100,LI
18,2020-08-25,18.229999542236328,22093900,LI
19,2020-08-26,23.3799991607666,31561300,LI
20,2020-08-27,19.3799991607666,29318200,LI
21,2020-08-28,17.600000381469727,14639300,LI
22,2020-08-31,16.299999237060547,18322700,LI
23,2020-09-01,18.290000915527344,18119400,LI
24,2020-09-02,17.8700008392334,18415000,LI
25,2020-09-03,16.90999984741211,10210100,LI
26,2020-09-04,16.829999923706055,11650600,LI
27,2020-09-08,15.789999961853027,11067600,LI
28,2020-09-09,15.800000190734863,9115600,LI
29,2020-09-10,16.049999237060547,5893400,LI
30,2020-09-11,16.209999084472656,3915000,LI
31,2020-09-14,17.469999313354492,6429200,LI
32,2020-09-15,18.190000534057617,9376700,LI
33,2020-09-16,17.520000457763672,5713800,LI
34,2020-09-17,17.260000228881836,3141300,LI
35,2020-09-18,17.030000686645508,3817500,LI
36,2020-09-21,16.43000030517578,4288700,LI
37,2020-09-22,16.739999771118164,3043400,LI
38,2020-09-23,15.68000030517578,6602000,LI
39,2020-09-24,15.09000015258789,6846800,LI
40,2020-09-25,15.800000190734863,3636800,LI
41,2020-09-28,16.079999923706055,4720500,LI
42,2020-09-29,17.030000686645508,6037800,LI
43,2020-09-30,17.389999389648438,7620300,LI
44,2020-10-01,16.799999237060547,5425600,LI
45,2020-10-02,16.920000076293945,8396700,LI
46,2020-10-05,17.520000457763672,8143900,LI
47,2020-10-06,17.350000381469727,5659300,LI
48,2020-10-07,17.770000457763672,3100700,LI
49,2020-10-08,17.93000030517578,3228500,LI
50,2020-10-09,17.600000381469727,3833100,LI
51,2020-10-12,19.15999984741211,13995300,LI
52,2020-10-13,19.43000030517578,7894100,LI
53,2020-10-14,20.780000686645508,16666800,LI
54,2020-10-15,20.5,11747600,LI
55,2020-10-16,19.770000457763672,7456000,LI
56,2020-10-19,19.18000030517578,6444700,LI
57,2020-10-20,20.489999771118164,7623900,LI
58,2020-10-21,19.38999938964844,8402500,LI
59,2020-10-22,18.979999542236328,6343400,LI
60,2020-10-23,18.399999618530277,3624300,LI
61,2020-10-26,19.07999992370605,5672300,LI
62,2020-10-27,19.209999084472656,4301800,LI
63,2020-10-28,18.690000534057617,6231200,LI
64,2020-10-29,20.6200008392334,14660600,LI
65,2020-10-30,20.170000076293945,11936300,LI
66,2020-11-02,22.8799991607666,24942100,LI
67,2020-11-03,24.049999237060547,15563100,LI
68,2020-11-04,25.309999465942383,28970600,LI
69,2020-11-05,28.09000015258789,32302800,LI
70,2020-11-06,26.459999084472656,32691700,LI
71,2020-11-09,26.299999237060547,14752100,LI
72,2020-11-10,25.239999771118164,16860000,LI
73,2020-11-11,24.96999931335449,11897500,LI
74,2020-11-12,31.780000686645508,83071000,LI
75,2020-11-13,31.200000762939453,169787700,LI
76,2020-11-16,35.54999923706055,85858000,LI
77,2020-11-17,35.04999923706055,45851900,LI
78,2020-11-18,35.4900016784668,28208900,LI
79,2020-11-19,36.7400016784668,27079800,LI
80,2020-11-20,38.119998931884766,41861000,LI
81,2020-11-23,43.63999938964844,63691500,LI
82,2020-11-24,43.959999084472656,64681300,LI
83,2020-11-25,40.720001220703125,40985400,LI
84,2020-11-27,39.47999954223633,26503600,LI
85,2020-11-30,35.9900016784668,29779800,LI
86,2020-12-01,34.86000061035156,42075400,LI
87,2020-12-02,34.75,43741900,LI
88,2020-12-03,32.310001373291016,32565100,LI
89,2020-12-04,30.530000686645508,51988700,LI
90,2020-12-07,31.489999771118164,34831100,LI
91,2020-12-08,33.310001373291016,33169800,LI
92,2020-12-09,32.029998779296875,23729300,LI
93,2020-12-10,32.4900016784668,16466300,LI
94,2020-12-11,31.36000061035156,13625600,LI
95,2020-12-14,31.32999992370605,15147400,LI
96,2020-12-15,32.150001525878906,18070300,LI
97,2020-12-16,31.36000061035156,11821000,LI
98,2020-12-17,30.690000534057617,15188200,LI
99,2020-12-18,31.770000457763672,22147200,LI
100,2020-12-21,32.86000061035156,20322600,LI
101,2020-12-22,31.290000915527344,16996200,LI
102,2020-12-23,30.559999465942383,14670100,LI
103,2020-12-24,29.31999969482422,13413700,LI
104,2020-12-28,27.01000022888184,22950600,LI
105,2020-12-29,28.670000076293945,18394000,LI
106,2020-12-30,29.059999465942383,17018300,LI
107,2020-12-31,28.82999992370605,15562000,LI
108,2021-01-04,32.459999084472656,46632700,LI
109,2021-01-05,30.989999771118164,24022000,LI
110,2021-01-06,31.76000022888184,29997300,LI
111,2021-01-07,35.09000015258789,26228600,LI
112,2021-01-08,34.29999923706055,30247800,LI
113,2021-01-11,32.790000915527344,24666300,LI
114,2021-01-12,36.75,34054900,LI
115,2021-01-13,35.54999923706055,18763100,LI
116,2021-01-14,34.70000076293945,14694500,LI
117,2021-01-15,32.599998474121094,16619900,LI
118,2021-01-19,35.439998626708984,28457100,LI
119,2021-01-20,35.599998474121094,26123700,LI
120,2021-01-21,35.369998931884766,14516400,LI
121,2021-01-22,34.439998626708984,20406200,LI
122,2021-01-25,31.989999771118164,37025600,LI
123,2021-01-26,32.5,33539700,LI
124,2021-01-27,31.559999465942383,23233200,LI
125,2021-01-28,32.209999084472656,17980300,LI
126,2021-01-29,32.25,12491400,LI
127,2021-02-01,32.040000915527344,12273500,LI
128,2021-02-02,30.200000762939453,28701900,LI
129,2021-02-03,30.729999542236328,15963300,LI
130,2021-02-04,30.84000015258789,10549800,LI
131,2021-02-05,30.399999618530277,12197700,LI
132,2021-02-08,30.36000061035156,12329400,LI
133,2021-02-09,31.8700008392334,21648400,LI
134,2021-02-10,31.5,23779500,LI
135,2021-02-11,31.989999771118164,14918200,LI
136,2021-02-12,31.850000381469727,8160600,LI
137,2021-02-16,30.399999618530277,14570500,LI
138,2021-02-17,29.739999771118164,11714400,LI
139,2021-02-18,29.440000534057617,10885000,LI
140,2021-02-19,29.84000015258789,10283700,LI
141,2021-02-22,27.84000015258789,14855000,LI
142,2021-02-23,26.989999771118164,24646800,LI
143,2021-02-24,28.68000030517578,20261300,LI
144,2021-02-25,25.8700008392334,37485100,LI
145,2021-02-26,25.3700008392334,39284500,LI
146,2021-03-01,25.86000061035156,12646500,LI
147,2021-03-02,23.739999771118164,17366900,LI
148,2021-03-03,22.770000457763672,19298100,LI
149,2021-03-04,22.31999969482422,31580900,LI
150,2021-03-05,22.459999084472656,24160900,LI
151,2021-03-08,21.32999992370605,15913500,LI
152,2021-03-09,23.07999992370605,27468300,LI
153,2021-03-10,23.34000015258789,18587300,LI
154,2021-03-11,26.020000457763672,22841300,LI
155,2021-03-12,25.690000534057617,11703000,LI
156,2021-03-15,25.899999618530277,8533500,LI
157,2021-03-16,25.84000015258789,11024200,LI
158,2021-03-17,25.43000030517578,12917800,LI
159,2021-03-18,25.059999465942383,12699700,LI
160,2021-03-19,26.280000686645508,27773600,LI
161,2021-03-22,26.81999969482422,8968400,LI
162,2021-03-23,26.3700008392334,10275900,LI
163,2021-03-24,22.88999938964844,18726900,LI
