Date,Close,Volume,Ticker
2021-11-10,100.7300033569336,103679500,RIVN
2021-11-11,122.98999786376953,83668200,RIVN
2021-11-12,129.9499969482422,50636800,RIVN
2021-11-15,149.36000061035156,64982300,RIVN
2021-11-16,172.00999450683594,94036600,RIVN
2021-11-17,146.07000732421875,71765600,RIVN
2021-11-18,123.37999725341797,63603600,RIVN
2021-11-19,128.60000610351562,49479400,RIVN
2021-11-22,118.11000061035156,40993900,RIVN
2021-11-23,119.8499984741211,24967900,RIVN
2021-11-24,114.8499984741211,11539200,RIVN
2021-11-26,112.12999725341797,9871200,RIVN
2021-11-29,119.7699966430664,13923900,RIVN
2021-11-30,119.76000213623047,20204900,RIVN
2021-12-01,115.69000244140625,13289700,RIVN
2021-12-02,110.7699966430664,10835500,RIVN
2021-12-03,104.66999816894531,13819200,RIVN
2021-12-06,116.77999877929688,19725400,RIVN
2021-12-07,116.18000030517578,12173300,RIVN
2021-12-08,122.12000274658203,12816000,RIVN
2021-12-09,115.4000015258789,8474800,RIVN
2021-12-10,114.66000366210938,8387500,RIVN
2021-12-13,118.9000015258789,14737500,RIVN
2021-12-14,117.13999938964844,8057700,RIVN
2021-12-15,115.0,10828600,RIVN
2021-12-16,108.87000274658203,13627600,RIVN
2021-12-17,97.69999694824219,44475000,RIVN
2021-12-20,89.9800033569336,16072700,RIVN
2021-12-21,96.81999969482422,12915100,RIVN
2021-12-22,96.33999633789062,8644100,RIVN
2021-12-23,96.83999633789062,5670100,RIVN
2021-12-27,107.08999633789062,15497000,RIVN
2021-12-28,102.87000274658203,8821300,RIVN
2021-12-29,99.33999633789062,8754900,RIVN
2021-12-30,103.41999816894531,10874700,RIVN
2021-12-31,103.69000244140625,5814900,RIVN
2022-01-03,102.72000122070312,8346800,RIVN
2022-01-04,101.38999938964844,12152200,RIVN
2022-01-05,90.01000213623047,18645100,RIVN
2022-01-06,87.33000183105469,39827100,RIVN
2022-01-07,86.27999877929688,17515900,RIVN
2022-01-10,81.44000244140625,17289800,RIVN
2022-01-11,83.55000305175781,19970600,RIVN
2022-01-12,86.4800033569336,14422800,RIVN
2022-01-13,80.30999755859375,13677500,RIVN
2022-01-14,79.94999694824219,15838000,RIVN
2022-01-18,73.16000366210938,16803700,RIVN
2022-01-19,69.4000015258789,15068400,RIVN
2022-01-20,65.0199966430664,18642700,RIVN
2022-01-21,64.51000213623047,19344700,RIVN
2022-01-24,63.900001525878906,24115900,RIVN
2022-01-25,59.61000061035156,16557200,RIVN
2022-01-26,60.27000045776367,23694100,RIVN
2022-01-27,53.939998626708984,23416400,RIVN
2022-01-28,57.119998931884766,23965100,RIVN
2022-01-31,65.73999786376953,18684900,RIVN
2022-02-01,69.62000274658203,24476500,RIVN
2022-02-02,64.31999969482422,15610300,RIVN
2022-02-03,60.36000061035156,19776300,RIVN
2022-02-04,60.869998931884766,14588500,RIVN
2022-02-07,58.36000061035156,14782000,RIVN
